a1,a2,a3,a4,a5,a6,a7,a8
29-Nov-2019,0.00107248122986903,0.00120206563149278,0.00147401978823945,0.00172438433922944,0.00345609425359734,0.00323794845155289,0.00421492406558904
27-Nov-2019,0.0012058122458296,0.00136492769451053,0.00162237718237827,0.0017825250672591,0.00384484549567757,0.00466145068182757,0.00478366097988057
26-Nov-2019,0.00107998101038109,0.0012243288640804,0.00148568203099553,0.00172769540698262,0.00392881398435069,0.00293808627686202,0.00426920069810858
25-Nov-2019,0.0010799810584966,0.00122432878065079,0.00148902257199652,0.00172936344020657,0.0040603459152597,0.00280899979135517,0.00427078786708028
22-Nov-2019,0.00107581462476377,0.00122508309491706,0.00148401494775314,0.00172853549402626,0.00373951465953811,0.00310347115135306,0.00426177346530373
21-Nov-2019,0.00107248134006756,0.00121846929036433,0.00148235475468534,0.00172770721311067,0.0040804648456804,0.00271099367358039,0.00424639883481194
20-Nov-2019,0.00107414808404349,0.00122341685865079,0.00148401850453362,0.00172770052465013,0.00408422616788222,0.00274881173611196,0.00425900159301262
19-Nov-2019,0.00108164801258295,0.0012325571585372,0.00149235295952469,0.00173102450738018,0.00411187518174971,0.0028226944121446,0.00429093833885663
18-Nov-2019,0.00106831496335413,0.00121922330949833,0.00148068775773803,0.00172604043753128,0.0040913760920689,0.00268195856481073,0.00424053754075289
15-Nov-2019,0.00106664835894615,0.00122083690240215,0.0014907097125724,0.00172101641771184,0.00373702404817331,0.00312452828257107,0.00426603138720126
14-Nov-2019,0.00107581492322477,0.00122836374184241,0.00148902244775307,0.00172936353193735,0.00373784654335252,0.00313963965499532,0.00427273542327616
